Age_Bracket,City,Monthly_Income,Dietary_Style,Weekly_Workouts,Orders_Per_Week,Avg_Spend_Order,Primary_Occasions,Interest_Calorie_Control,Alcohol_Consumption_Freq,Drink_Preference,Max_Set_Calories,Favourite_Flavours,Spirits_Enjoyed,Openness_Zero_Proof,Fair_Price_Bundle,Importance_Local_Ingredients,Likely_Try_30_Days,Likely_Reorder_Score,Preferred_Loyalty_Benefit
18-24,Chennai,20000.0,Omni,3,3,1083.0,Dinner,5,2-3× week,Avoid all,500,Fruity,"Rum, Vodka",Never,1 000-1 200,5,Yes,5,Free delivery
25-34,Delhi,20000.0,Vegan,0,1,963.0,Post-work drinks,3,1× week,Cocktails,500,"Earthy, Fruity, Smoky",Vodka,Maybe,1 000-1 200,3,Yes,4,Points
25-34,Bengaluru,20000.0,Omni,3,6,927.0,Lunch,4,1× week,Avoid all,600,Fruity,"Gin, Rum",Maybe,1 000-1 200,3,Maybe,2,Free delivery
35-44,Bengaluru,80000.0,Omni,2,6,4000.0,Dinner,2,1-2× month,Equal,400,"Citrus, Herbal",Gin,Unlikely,1 000-1 200,4,Yes,4,Nutrition consult
35-44,Chennai,39237.0,Omni,4,1,1628.0,Lunch,5,2-3× week,Cocktails,400,Fruity,Gin,Maybe,800-1 000,5,No,2,Free delivery
25-34,Pune,38154.0,Vegetarian,5,1,1624.0,"Lunch, Post-work drinks",5,1× week,Mocktails,500,Earthy,Rum,Yes definitely,>1 200,3,Yes,5,Points
25-34,Pune,36674.0,Omni,2,4,1623.0,"Dinner, Post-work drinks",4,1× week,Equal,600,"Earthy, Herbal, Spicy",Gin,Never,800-1 000,3,Yes,4,Free delivery
18-24,Mumbai,32173.0,Omni,5,0,1605.0,Weekend treat,5,1× week,Cocktails,600,Citrus,Whisky,Unlikely,800-1 000,5,Yes,4,Free delivery
45-54,Mumbai,49415.0,Keto,7,2,1929.0,"Dinner, Lunch, Weekend treat",5,2-3× week,Avoid all,600,"Citrus, Fruity","Gin, Whisky",Yes definitely,800-1 000,4,Maybe,3,Free delivery
35-44,Chennai,28808.0,Omni,2,3,1512.0,Post-work drinks,5,2-3× week,Cocktails,500,"Smoky, Spicy","Gin, Tequila",Maybe,<800,3,Yes,5,Cocktail upgrade
25-34,Mumbai,20000.0,Omni,0,2,964.0,"Dinner, Weekend treat",3,1-2× month,Equal,500,Citrus,"Rum, Vodka",Never,1 000-1 200,4,Maybe,2,Points
35-44,Pune,59539.0,Omni,7,3,2000.0,Post-work drinks,5,1-2× month,Equal,500,Citrus,"Tequila, Vodka",Yes definitely,>1 200,1,No,1,Points
18-24,Hyderabad,55252.0,Omni,0,0,2000.0,Weekend treat,4,2-3× week,Equal,500,Smoky,Vodka,Maybe,1 000-1 200,3,Yes,4,Free delivery
35-44,Mumbai,20000.0,Omni,0,4,894.0,Post-work drinks,1,1× week,Cocktails,600,Spicy,"Gin, Whisky",Maybe,800-1 000,5,Yes,5,Nutrition consult
55+,Bengaluru,65721.0,Keto,7,1,2000.0,"Lunch, Weekend treat",5,Never,Mocktails,500,Spicy,None,Yes definitely,800-1 000,4,No,1,Free delivery
25-34,Bengaluru,35850.0,Other,0,0,1580.0,"Lunch, Post-work drinks",4,1× week,Cocktails,400,Earthy,"Gin, Whisky",Maybe,>1 200,4,Yes,5,Points
55+,Hyderabad,31992.0,Vegetarian,1,1,1542.0,"Lunch, Weekend treat",5,1-2× month,Mocktails,500,Fruity,"Gin, Tequila, Vodka",Unlikely,<800,5,Maybe,3,Points
25-34,Mumbai,20000.0,Vegetarian,1,2,1147.0,"Dinner, Post-work drinks",5,1× week,Cocktails,600,"Citrus, Fruity, Herbal, Spicy",Vodka,Maybe,<800,4,Yes,4,Points
18-24,Hyderabad,20000.0,Vegetarian,2,2,1086.0,Dinner,4,1× week,Mocktails,500,"Earthy, Spicy","Gin, Tequila, Whisky",Yes definitely,800-1 000,4,No,2,Cocktail upgrade
45-54,Hyderabad,22050.0,Omni,2,1,1100.0,Dinner,5,Never,Mocktails,500,"Earthy, Herbal, Spicy",None,Yes definitely,1 000-1 200,1,Maybe,4,Points
25-34,Mumbai,21492.0,Omni,5,1,1035.0,"Dinner, Lunch",5,1-2× month,Mocktails,700,Herbal,Rum,Maybe,1 000-1 200,4,Yes,4,Free delivery
18-24,Chennai,35163.0,Omni,5,2,3549.0,"Dinner, Post-work drinks",5,2-3× week,Mocktails,500,"Citrus, Earthy","Rum, Tequila",Unlikely,>1 200,1,Yes,5,Points
18-24,Mumbai,20719.0,Omni,3,6,964.0,Dinner,4,1-2× month,Mocktails,500,"Citrus, Earthy, Smoky",Tequila,Maybe,<800,1,Yes,3,Cocktail upgrade
45-54,Pune,25544.0,Omni,0,3,1240.0,Lunch,5,2-3× week,Cocktails,600,"Fruity, Smoky, Spicy",Gin,Yes definitely,<800,5,Yes,5,Points
35-44,Kolkata,23524.0,Keto,0,0,1191.0,"Lunch, Post-work drinks",4,2-3× week,Mocktails,600,"Fruity, Herbal","Gin, Tequila",Unlikely,800-1 000,5,Yes,5,Points
18-24,Delhi,20000.0,Omni,2,3,943.0,Weekend treat,4,2-3× week,Mocktails,600,Earthy,"Gin, Vodka, Whisky",Unlikely,800-1 000,5,Yes,5,Nutrition consult
18-24,Mumbai,39806.0,Omni,2,3,1850.0,"Dinner, Weekend treat",3,1× week,Cocktails,500,"Earthy, Herbal",Rum,Maybe,1 000-1 200,3,Yes,4,Points
35-44,Bengaluru,40320.0,Omni,0,4,1905.0,"Lunch, Post-work drinks",2,Never,Mocktails,400,"Earthy, Fruity, Smoky",None,Yes definitely,1 000-1 200,4,No,1,Free delivery
18-24,Mumbai,20000.0,Other,2,6,894.0,"Dinner, Post-work drinks, Weekend treat",4,1-2× month,Cocktails,500,Herbal,Whisky,Yes definitely,>1 200,5,Yes,3,Points
18-24,Bengaluru,20000.0,Omni,1,6,869.0,Weekend treat,4,2-3× week,Equal,700,"Citrus, Earthy",Whisky,Unlikely,1 000-1 200,5,Yes,4,Cocktail upgrade
35-44,Kolkata,46662.0,Omni,6,2,2000.0,"Dinner, Post-work drinks",5,1× week,Cocktails,400,"Citrus, Earthy, Fruity, Herbal","Gin, Tequila",Never,1 000-1 200,3,Yes,5,Points
25-34,Delhi,30524.0,Omni,2,4,1349.0,"Dinner, Lunch, Post-work drinks",1,1× week,Cocktails,400,"Earthy, Herbal, Spicy","Gin, Tequila",Maybe,<800,5,Maybe,2,Cocktail upgrade
25-34,Bengaluru,34701.0,Omni,3,2,1714.0,Weekend treat,5,1× week,Avoid all,500,"Fruity, Herbal",Gin,Never,1 000-1 200,5,Yes,4,Free delivery
25-34,Mumbai,23750.0,Vegetarian,2,2,1215.0,Weekend treat,4,1-2× month,Cocktails,400,"Fruity, Spicy",Whisky,Unlikely,800-1 000,4,No,2,Cocktail upgrade
18-24,Bengaluru,25737.0,Omni,0,0,1259.0,Dinner,5,1× week,Avoid all,600,"Fruity, Herbal",Vodka,Yes definitely,<800,5,Maybe,4,Free delivery
45-54,Pune,35913.0,Keto,7,1,1398.0,Post-work drinks,4,Never,Mocktails,500,"Citrus, Spicy",None,Yes definitely,<800,4,Yes,4,Free delivery
25-34,Kolkata,20000.0,Omni,3,1,1071.0,"Lunch, Post-work drinks",5,1-2× month,Cocktails,500,Smoky,"Gin, Tequila, Vodka",Unlikely,>1 200,1,Maybe,3,Points
45-54,Hyderabad,23682.0,Omni,0,2,1113.0,Dinner,4,2-3× week,Cocktails,600,Citrus,Tequila,Never,>1 200,3,Yes,4,Cocktail upgrade
25-34,Bengaluru,63035.0,Omni,3,1,2000.0,Weekend treat,5,1-2× month,Cocktails,500,"Citrus, Smoky, Spicy",Tequila,Yes definitely,800-1 000,4,Yes,4,Nutrition consult
25-34,Mumbai,37184.0,Omni,1,2,1731.0,"Dinner, Post-work drinks, Weekend treat",4,1× week,Cocktails,600,"Fruity, Smoky","Vodka, Whisky",Yes definitely,1 000-1 200,5,Yes,3,Nutrition consult
25-34,Mumbai,27669.0,Vegan,1,1,1376.0,Dinner,5,1-2× month,Cocktails,500,Spicy,"Rum, Tequila",Maybe,<800,4,Yes,5,Free delivery
25-34,Mumbai,30473.0,Omni,5,4,1549.0,Dinner,5,1-2× month,Avoid all,400,Herbal,"Tequila, Vodka, Whisky",Maybe,<800,3,No,2,Points
35-44,Delhi,34880.0,Vegetarian,2,4,1686.0,Lunch,3,1-2× month,Equal,500,"Earthy, Fruity","Rum, Tequila, Vodka",Unlikely,800-1 000,4,No,1,Free delivery
35-44,Mumbai,31556.0,Omni,3,2,1502.0,"Dinner, Lunch",3,1-2× month,Cocktails,600,"Earthy, Fruity, Smoky, Spicy","Gin, Tequila, Whisky",Maybe,1 000-1 200,5,Maybe,4,Cocktail upgrade
35-44,Kolkata,20000.0,Omni,1,3,1024.0,Weekend treat,4,2-3× week,Mocktails,600,"Citrus, Earthy, Fruity, Herbal","Gin, Tequila",Yes definitely,>1 200,5,Maybe,3,Points
18-24,Bengaluru,20000.0,Omni,5,0,1160.0,"Dinner, Weekend treat",5,Never,Mocktails,400,"Fruity, Herbal, Spicy",None,Yes definitely,800-1 000,5,Yes,5,Nutrition consult
18-24,Chennai,20760.0,Vegetarian,6,1,929.0,Dinner,5,Never,Mocktails,600,"Earthy, Fruity",None,Yes definitely,1 000-1 200,3,Yes,3,Points
55+,Mumbai,97067.0,Keto,2,2,2000.0,Dinner,4,1-2× month,Cocktails,500,Spicy,"Rum, Tequila, Whisky",Yes definitely,1 000-1 200,3,Maybe,4,Free delivery
25-34,Hyderabad,23273.0,Omni,6,3,1058.0,"Dinner, Weekend treat",5,1-2× month,Equal,700,"Citrus, Herbal","Gin, Tequila",Never,<800,3,Maybe,2,Cocktail upgrade
45-54,Delhi,30321.0,Vegan,1,0,1504.0,Weekend treat,4,1-2× month,Mocktails,400,"Citrus, Fruity, Herbal","Rum, Whisky",Never,800-1 000,3,Maybe,3,Points
35-44,Chennai,27793.0,Keto,0,1,1272.0,Weekend treat,5,1-2× month,Mocktails,700,Spicy,"Rum, Vodka",Yes definitely,<800,5,No,2,Nutrition consult
25-34,Mumbai,50556.0,Keto,6,3,2000.0,Dinner,5,1-2× month,Equal,600,"Citrus, Earthy, Herbal",Vodka,Maybe,<800,5,Yes,4,Free delivery
35-44,Delhi,21913.0,Vegetarian,7,2,952.0,"Lunch, Post-work drinks",5,Never,Mocktails,400,"Earthy, Herbal, Spicy",None,Yes definitely,1 000-1 200,3,Maybe,4,Points
25-34,Mumbai,20000.0,Omni,1,0,1211.0,Weekend treat,4,1-2× month,Cocktails,500,Fruity,"Gin, Vodka",Maybe,800-1 000,3,Maybe,3,Points
25-34,Kolkata,69801.0,Omni,1,3,2000.0,Weekend treat,3,1-2× month,Cocktails,500,Herbal,Vodka,Yes definitely,1 000-1 200,5,Maybe,4,Points
35-44,Chennai,20000.0,Omni,5,2,1062.0,"Dinner, Weekend treat",5,1× week,Equal,500,"Citrus, Earthy, Herbal",Vodka,Maybe,<800,5,Maybe,3,Free delivery
25-34,Mumbai,20000.0,Vegetarian,4,2,868.0,"Lunch, Weekend treat",2,2-3× week,Mocktails,400,"Citrus, Smoky",Tequila,Unlikely,800-1 000,4,Yes,4,Free delivery
45-54,Pune,22315.0,Omni,4,0,1288.0,"Post-work drinks, Weekend treat",3,1× week,Cocktails,400,Spicy,Tequila,Maybe,<800,3,Yes,4,Points
25-34,Mumbai,25384.0,Omni,4,2,1197.0,Dinner,5,Never,Mocktails,600,"Earthy, Herbal, Spicy",None,Yes definitely,800-1 000,5,Maybe,4,Points
25-34,Delhi,25886.0,Omni,2,0,1308.0,Weekend treat,4,1× week,Cocktails,400,"Herbal, Smoky",Gin,Never,1 000-1 200,5,Yes,5,Free delivery
25-34,Mumbai,20000.0,Omni,2,0,787.0,Lunch,5,1-2× month,Mocktails,600,Spicy,Tequila,Unlikely,1 000-1 200,4,Yes,4,Free delivery
25-34,Chennai,20000.0,Omni,3,6,924.0,Post-work drinks,4,Never,Mocktails,400,Herbal,None,Yes definitely,<800,4,Maybe,3,Free delivery
25-34,Pune,55960.0,Omni,4,3,2000.0,Dinner,5,2-3× week,Equal,500,"Citrus, Earthy",Gin,Yes definitely,800-1 000,5,Maybe,2,Free delivery
25-34,Chennai,20000.0,Omni,0,1,1012.0,"Post-work drinks, Weekend treat",4,1-2× month,Cocktails,400,Herbal,"Rum, Vodka, Whisky",Yes definitely,>1 200,4,No,2,Free delivery
35-44,Delhi,22887.0,Keto,1,2,1136.0,Lunch,4,1-2× month,Mocktails,700,Smoky,Tequila,Yes definitely,>1 200,4,Maybe,3,Points
25-34,Mumbai,135678.0,Vegetarian,2,0,2000.0,Dinner,4,1-2× month,Mocktails,600,"Earthy, Herbal","Gin, Tequila, Vodka",Unlikely,<800,5,Yes,5,Free delivery
25-34,Mumbai,22044.0,Vegetarian,0,2,1058.0,Dinner,3,2-3× week,Equal,500,"Citrus, Herbal, Smoky","Gin, Vodka, Whisky",Maybe,<800,5,Maybe,3,Points
35-44,Bengaluru,20000.0,Omni,0,3,972.0,"Lunch, Post-work drinks, Weekend treat",3,1× week,Cocktails,500,"Citrus, Fruity","Rum, Tequila",Maybe,1 000-1 200,4,Maybe,3,Nutrition consult
18-24,Bengaluru,48652.0,Keto,0,1,2000.0,"Lunch, Post-work drinks",4,Never,Mocktails,600,"Fruity, Herbal",None,Yes definitely,1 000-1 200,5,Yes,4,Cocktail upgrade
18-24,Hyderabad,20470.0,Omni,3,0,1026.0,"Dinner, Lunch",3,1× week,Mocktails,600,Citrus,Whisky,Maybe,800-1 000,5,No,1,Free delivery
25-34,Delhi,36807.0,Other,3,1,1759.0,"Dinner, Post-work drinks",5,Daily,Equal,600,"Citrus, Earthy","Gin, Whisky",Never,<800,5,No,1,Nutrition consult
25-34,Hyderabad,20000.0,Omni,2,1,880.0,Lunch,4,1-2× month,Cocktails,400,Herbal,Whisky,Yes definitely,1 000-1 200,5,Yes,3,Cocktail upgrade
35-44,Delhi,30154.0,Omni,0,0,1222.0,Dinner,5,1-2× month,Cocktails,600,"Citrus, Spicy",Gin,Maybe,1 000-1 200,3,Maybe,2,Free delivery
25-34,Delhi,30089.0,Vegetarian,2,1,1262.0,"Dinner, Weekend treat",3,1-2× month,Cocktails,600,Herbal,Gin,Unlikely,<800,2,No,1,Points
25-34,Kolkata,23766.0,Omni,5,4,1116.0,"Lunch, Post-work drinks, Weekend treat",5,2-3× week,Cocktails,400,Fruity,Rum,Yes definitely,800-1 000,5,No,2,Points
18-24,Bengaluru,51336.0,Omni,0,6,2000.0,Lunch,4,1-2× month,Avoid all,400,"Earthy, Spicy",Vodka,Yes definitely,1 000-1 200,3,No,1,Free delivery
35-44,Hyderabad,35375.0,Vegetarian,3,4,1562.0,"Dinner, Lunch, Weekend treat",4,1-2× month,Mocktails,500,Citrus,Gin,Yes definitely,1 000-1 200,3,Yes,3,Nutrition consult
25-34,Bengaluru,69851.0,Omni,7,4,2000.0,"Dinner, Post-work drinks",5,2-3× week,Cocktails,500,Smoky,Gin,Unlikely,1 000-1 200,5,Maybe,3,Nutrition consult
35-44,Delhi,30186.0,Omni,3,1,1422.0,"Dinner, Post-work drinks, Weekend treat",5,1-2× month,Cocktails,500,Earthy,Gin,Unlikely,<800,4,No,2,Nutrition consult
18-24,Mumbai,32555.0,Omni,0,3,1469.0,"Dinner, Lunch",4,2-3× week,Equal,400,"Citrus, Earthy, Fruity, Herbal, Smoky",Vodka,Unlikely,800-1 000,4,Maybe,4,Free delivery
45-54,Hyderabad,30692.0,Vegan,0,1,1617.0,"Lunch, Post-work drinks, Weekend treat",4,Never,Mocktails,600,"Citrus, Earthy",None,Yes definitely,800-1 000,3,Yes,5,Points
25-34,Hyderabad,26796.0,Vegetarian,6,1,1241.0,Post-work drinks,5,1× week,Equal,500,"Fruity, Smoky, Spicy","Gin, Rum",Maybe,>1 200,1,Yes,3,Cocktail upgrade
25-34,Mumbai,20000.0,Vegetarian,3,2,961.0,Lunch,1,1× week,Equal,600,Herbal,"Vodka, Whisky",Unlikely,800-1 000,5,Yes,3,Nutrition consult
25-34,Delhi,45253.0,Omni,5,1,2000.0,Post-work drinks,5,2-3× week,Cocktails,500,Herbal,"Vodka, Whisky",Unlikely,1 000-1 200,5,Maybe,4,Cocktail upgrade
25-34,Chennai,20000.0,Omni,4,2,884.0,Post-work drinks,5,1-2× month,Mocktails,600,"Citrus, Herbal",Rum,Yes definitely,800-1 000,4,Yes,4,Nutrition consult
45-54,Bengaluru,20000.0,Vegan,1,2,1017.0,Post-work drinks,5,1× week,Equal,500,Spicy,"Rum, Tequila",Yes definitely,1 000-1 200,1,Maybe,4,Points
25-34,Bengaluru,21353.0,Omni,2,1,846.0,"Dinner, Lunch, Post-work drinks, Weekend treat",4,Never,Mocktails,700,"Citrus, Herbal",None,Yes definitely,1 000-1 200,3,Yes,5,Points
18-24,Kolkata,20000.0,Vegan,3,4,909.0,"Lunch, Weekend treat",5,1× week,Equal,400,"Fruity, Smoky",Rum,Unlikely,1 000-1 200,2,Maybe,3,Cocktail upgrade
18-24,Hyderabad,35581.0,Vegetarian,4,3,1495.0,Post-work drinks,5,Never,Mocktails,500,"Fruity, Smoky, Spicy",None,Yes definitely,1 000-1 200,4,Yes,4,Cocktail upgrade
25-34,Mumbai,27684.0,Omni,6,2,1320.0,Weekend treat,5,1× week,Cocktails,500,"Earthy, Herbal","Rum, Vodka, Whisky",Yes definitely,800-1 000,5,No,1,Free delivery
25-34,Bengaluru,28730.0,Omni,4,3,1468.0,"Dinner, Lunch",5,1-2× month,Cocktails,600,"Citrus, Fruity, Herbal, Spicy","Gin, Rum",Never,<800,3,No,1,Points
25-34,Delhi,42144.0,Vegetarian,0,0,2000.0,Dinner,5,1-2× month,Cocktails,400,Smoky,"Gin, Rum, Tequila, Vodka",Yes definitely,800-1 000,5,No,2,Points
18-24,Chennai,20000.0,Omni,2,1,914.0,"Post-work drinks, Weekend treat",3,1-2× month,Equal,500,"Fruity, Smoky, Spicy",Rum,Unlikely,800-1 000,3,Maybe,3,Nutrition consult
45-54,Delhi,30798.0,Omni,1,1,1290.0,"Dinner, Weekend treat",4,Never,Mocktails,400,Smoky,None,Yes definitely,1 000-1 200,4,Maybe,2,Free delivery
45-54,Chennai,20000.0,Other,2,3,890.0,"Lunch, Weekend treat",3,Never,Mocktails,600,"Citrus, Herbal, Smoky",None,Yes definitely,1 000-1 200,5,Maybe,3,Points
45-54,Delhi,73472.0,Other,2,1,2000.0,"Dinner, Weekend treat",5,2-3× week,Equal,500,Citrus,Rum,Maybe,1 000-1 200,5,No,1,Cocktail upgrade
35-44,Delhi,27766.0,Omni,5,2,1269.0,Post-work drinks,5,1-2× month,Equal,500,"Smoky, Spicy",Rum,Yes definitely,>1 200,5,Maybe,2,Free delivery
35-44,Mumbai,20000.0,Omni,7,1,1085.0,"Dinner, Weekend treat",5,1-2× month,Cocktails,500,Fruity,"Rum, Vodka",Maybe,1 000-1 200,5,Maybe,3,Points
35-44,Mumbai,20000.0,Vegetarian,6,1,1094.0,"Lunch, Post-work drinks, Weekend treat",5,Never,Mocktails,400,"Citrus, Earthy",None,Yes definitely,1 000-1 200,5,Maybe,2,Cocktail upgrade
18-24,Hyderabad,20000.0,Omni,2,4,1006.0,"Lunch, Weekend treat",5,1× week,Mocktails,500,Spicy,Vodka,Yes definitely,800-1 000,1,Yes,4,Points
25-34,Mumbai,20000.0,Vegetarian,1,0,1129.0,Weekend treat,5,Never,Mocktails,700,"Fruity, Spicy",None,Yes definitely,<800,4,Maybe,2,Nutrition consult
45-54,Delhi,20000.0,Omni,4,1,1010.0,Weekend treat,5,1-2× month,Equal,600,"Citrus, Herbal",Tequila,Unlikely,1 000-1 200,5,Maybe,2,Points
35-44,Delhi,41151.0,Vegan,3,1,1824.0,Post-work drinks,2,Never,Mocktails,400,Earthy,None,Yes definitely,800-1 000,4,Yes,3,Points
25-34,Delhi,20000.0,Omni,5,4,975.0,Weekend treat,5,2-3× week,Mocktails,400,"Earthy, Fruity",Tequila,Never,<800,5,Yes,4,Free delivery
25-34,Delhi,20000.0,Vegan,0,1,981.0,Post-work drinks,4,2-3× week,Cocktails,400,"Earthy, Fruity, Spicy",Vodka,Maybe,800-1 000,4,Yes,4,Cocktail upgrade
45-54,Mumbai,62281.0,Omni,3,3,2000.0,Weekend treat,5,Never,Mocktails,500,"Citrus, Smoky, Spicy",None,Yes definitely,<800,5,Maybe,2,Free delivery
25-34,Delhi,29437.0,Omni,2,0,1347.0,Lunch,5,1× week,Equal,500,Fruity,"Vodka, Whisky",Never,>1 200,4,No,1,Points
35-44,Chennai,24306.0,Omni,3,0,1056.0,"Dinner, Lunch, Weekend treat",5,Never,Mocktails,500,"Citrus, Fruity, Smoky, Spicy",None,Yes definitely,>1 200,4,Yes,4,Points
25-34,Bengaluru,20000.0,Omni,3,2,883.0,Dinner,4,2-3× week,Cocktails,400,Fruity,"Vodka, Whisky",Yes definitely,800-1 000,1,Maybe,2,Free delivery
35-44,Delhi,40685.0,Omni,2,4,1829.0,"Dinner, Post-work drinks",4,1-2× month,Cocktails,600,"Citrus, Herbal, Spicy","Gin, Vodka",Unlikely,<800,2,Yes,4,Free delivery
18-24,Pune,22114.0,Omni,6,2,1042.0,Dinner,5,Never,Mocktails,600,Earthy,None,Yes definitely,800-1 000,3,Maybe,4,Cocktail upgrade
25-34,Delhi,27023.0,Omni,1,0,1280.0,Dinner,4,2-3× week,Cocktails,500,Citrus,Tequila,Yes definitely,800-1 000,3,Yes,5,Points
18-24,Delhi,20000.0,Vegetarian,2,3,1028.0,Weekend treat,5,Never,Mocktails,500,"Citrus, Spicy",None,Yes definitely,800-1 000,3,Maybe,3,Free delivery
25-34,Chennai,20000.0,Vegetarian,1,2,1051.0,"Dinner, Weekend treat",4,1-2× month,Equal,600,"Citrus, Herbal, Smoky, Spicy","Gin, Rum",Yes definitely,>1 200,4,Maybe,3,Free delivery
18-24,Hyderabad,33293.0,Omni,7,1,1750.0,Weekend treat,5,1× week,Mocktails,500,"Citrus, Herbal","Rum, Tequila",Never,1 000-1 200,5,Yes,4,Cocktail upgrade
18-24,Mumbai,20621.0,Other,0,2,1022.0,Dinner,2,1-2× month,Cocktails,400,"Citrus, Earthy",Whisky,Maybe,800-1 000,5,Yes,4,Cocktail upgrade
55+,Bengaluru,20000.0,Omni,4,2,1033.0,"Lunch, Post-work drinks, Weekend treat",5,1× week,Cocktails,600,Earthy,"Gin, Rum",Maybe,800-1 000,5,Yes,5,Cocktail upgrade
25-34,Delhi,227284.0,Keto,0,2,2000.0,"Post-work drinks, Weekend treat",5,1× week,Mocktails,600,Fruity,"Gin, Vodka",Unlikely,1 000-1 200,5,Yes,5,Points
18-24,Mumbai,24981.0,Vegetarian,0,1,1193.0,Weekend treat,2,Never,Mocktails,500,"Earthy, Herbal, Smoky, Spicy",None,Yes definitely,1 000-1 200,5,No,1,Free delivery
35-44,Mumbai,20000.0,Omni,7,2,1036.0,Weekend treat,5,1× week,Equal,600,"Fruity, Spicy",Rum,Never,800-1 000,4,Maybe,4,Points
25-34,Bengaluru,33458.0,Omni,2,0,1634.0,"Dinner, Post-work drinks",5,1-2× month,Mocktails,600,"Earthy, Herbal","Gin, Whisky",Yes definitely,800-1 000,4,Yes,4,Cocktail upgrade
45-54,Delhi,20000.0,Vegan,3,1,923.0,Lunch,4,1-2× month,Mocktails,600,Citrus,Gin,Maybe,>1 200,4,Maybe,4,Free delivery
25-34,Bengaluru,35461.0,Omni,2,0,1634.0,Lunch,5,Daily,Mocktails,400,Herbal,"Gin, Rum, Vodka",Unlikely,1 000-1 200,4,No,1,Free delivery
25-34,Bengaluru,21537.0,Omni,0,2,1043.0,Weekend treat,4,1× week,Cocktails,500,"Citrus, Fruity, Herbal, Spicy","Rum, Vodka",Unlikely,1 000-1 200,5,Yes,4,Cocktail upgrade
45-54,Pune,36921.0,Omni,2,0,1511.0,Weekend treat,5,2-3× week,Cocktails,500,"Earthy, Smoky",Vodka,Yes definitely,1 000-1 200,3,No,1,Free delivery
45-54,Hyderabad,27117.0,Vegetarian,0,2,1304.0,Dinner,5,1× week,Equal,500,Smoky,"Gin, Whisky",Never,>1 200,2,No,1,Cocktail upgrade
18-24,Bengaluru,20000.0,Vegetarian,0,3,924.0,"Lunch, Weekend treat",5,2-3× week,Equal,500,"Citrus, Herbal, Spicy","Gin, Rum",Maybe,1 000-1 200,1,No,1,Cocktail upgrade
18-24,Mumbai,20000.0,Vegetarian,2,0,1098.0,Dinner,5,1-2× month,Equal,500,Earthy,"Gin, Vodka, Whisky",Maybe,800-1 000,3,Maybe,3,Nutrition consult
18-24,Delhi,20000.0,Omni,0,6,981.0,"Dinner, Weekend treat",5,Never,Mocktails,400,"Fruity, Herbal",None,Yes definitely,1 000-1 200,4,Maybe,3,Nutrition consult
45-54,Hyderabad,20000.0,Omni,4,4,1126.0,Post-work drinks,5,2-3× week,Cocktails,500,Herbal,Vodka,Maybe,800-1 000,4,Yes,5,Free delivery
35-44,Pune,21718.0,Omni,1,0,1079.0,Post-work drinks,5,2-3× week,Cocktails,500,"Fruity, Herbal","Gin, Vodka",Yes definitely,>1 200,4,Maybe,3,Points
35-44,Hyderabad,20000.0,Omni,1,2,954.0,Post-work drinks,5,Never,Mocktails,500,Spicy,None,Yes definitely,800-1 000,4,Yes,5,Cocktail upgrade
45-54,Pune,30751.0,Omni,0,0,1446.0,Dinner,5,2-3× week,Cocktails,600,"Earthy, Spicy",Gin,Unlikely,>1 200,4,No,1,Points
18-24,Chennai,42413.0,Omni,2,1,1981.0,Lunch,1,1× week,Cocktails,400,Earthy,Whisky,Unlikely,<800,5,Maybe,2,Points
45-54,Delhi,38328.0,Omni,0,1,1690.0,Post-work drinks,5,1-2× month,Cocktails,400,"Fruity, Smoky",Gin,Maybe,1 000-1 200,4,Yes,3,Points
25-34,Pune,29465.0,Omni,2,4,1308.0,"Dinner, Lunch, Post-work drinks, Weekend treat",3,Never,Mocktails,600,Citrus,None,Yes definitely,800-1 000,1,Yes,4,Points
25-34,Bengaluru,28509.0,Vegetarian,2,2,1398.0,"Dinner, Post-work drinks",5,2-3× week,Cocktails,500,"Earthy, Herbal, Smoky",Whisky,Maybe,>1 200,4,Maybe,4,Points
55+,Hyderabad,20000.0,Vegetarian,1,1,1128.0,"Dinner, Lunch, Post-work drinks, Weekend treat",5,1-2× month,Mocktails,500,"Citrus, Herbal","Rum, Tequila, Whisky",Maybe,800-1 000,4,Yes,5,Points
35-44,Hyderabad,47530.0,Omni,1,1,2000.0,Weekend treat,3,1× week,Cocktails,700,"Citrus, Smoky",Whisky,Unlikely,>1 200,5,Yes,5,Nutrition consult
18-24,Pune,50542.0,Omni,3,0,2000.0,Lunch,5,Never,Mocktails,600,Citrus,None,Yes definitely,800-1 000,2,Yes,3,Points
25-34,Delhi,51077.0,Omni,0,1,2000.0,Lunch,4,1× week,Cocktails,600,"Earthy, Fruity, Smoky",Vodka,Yes definitely,800-1 000,4,Maybe,3,Points
18-24,Mumbai,20000.0,Omni,2,1,908.0,Dinner,2,1-2× month,Equal,500,"Citrus, Earthy, Herbal, Spicy",Whisky,Unlikely,1 000-1 200,4,Yes,4,Free delivery
18-24,Kolkata,82816.0,Omni,5,2,4000.0,Lunch,5,2-3× week,Equal,400,Citrus,Gin,Yes definitely,1 000-1 200,5,Maybe,3,Nutrition consult
18-24,Pune,39578.0,Omni,0,1,1917.0,Lunch,5,1× week,Cocktails,600,"Earthy, Spicy",Vodka,Unlikely,<800,4,Maybe,3,Cocktail upgrade
